trip_id, arrival_time, departure_time, stop_id, stop_sequence
RX_10_2_036KM_021013,12:04:00,12:04:00,41194,8
RX_10_2_036KM_021015,12:52:00,12:52:00,41199,1
RX_10_2_036KM_021015,12:53:00,12:53:00,41375,3
RX_10_2_036KM_021015,12:58:00,12:58:00,41198,5
RX_10_2_036KM_021015,13:10:00,13:10:00,41196,6
RX_10_2_036KM_021015,13:19:00,13:19:00,41194,8
RX_10_2_036KM_021017,14:07:00,14:07:00,41199,1
RX_10_2_036KM_021017,14:08:00,14:08:00,41375,3
RX_10_2_036KM_021017,14:13:00,14:13:00,41198,5
RX_10_2_036KM_021017,14:25:00,14:25:00,41196,6
RX_10_2_036KM_021017,14:34:00,14:34:00,41194,8
RX_10_2_036KM_021019,15:22:00,15:22:00,41199,1
RX_10_2_036KM_021019,15:23:00,15:23:00,41375,3
RX_10_2_036KM_021019,15:28:00,15:28:00,41198,5
RX_10_2_036KM_021019,15:40:00,15:40:00,41196,6
RX_10_2_036KM_021019,15:49:00,15:49:00,41194,8
RX_10_2_036KM_021021,16:37:00,16:37:00,41199,1
RX_10_2_036KM_021021,16:38:00,16:38:00,41375,3
RX_10_2_036KM_021021,16:43:00,16:43:00,41198,5
RX_10_2_036KM_021021,16:55:00,16:55:00,41196,6
RX_10_2_036KM_021021,17:04:00,17:04:00,41194,8
RX_10_2_036KM_021023,17:52:00,17:52:00,41199,1
RX_10_2_036KM_021023,17:53:00,17:53:00,41375,3
RX_10_2_036KM_021023,17:58:00,17:58:00,41198,5
RX_10_2_036KM_021023,18:10:00,18:10:00,41196,6
RX_10_2_036KM_021023,18:19:00,18:19:00,41194,8
RX_10_2_036KM_021025,19:07:00,19:07:00,41199,1
RX_10_2_036KM_021025,19:08:00,19:08:00,41375,3
RX_10_2_036KM_021025,19:13:00,19:13:00,41198,5
RX_10_2_036KM_021025,19:25:00,19:25:00,41196,6
RX_10_2_036KM_021025,19:34:00,19:34:00,41194,8
RX_10_2_036KM_021027,20:22:00,20:22:00,41199,1
RX_10_2_036KM_021027,20:23:00,20:23:00,41375,3
RX_10_2_036KM_021027,20:28:00,20:28:00,41198,5
RX_10_2_036KM_021027,20:40:00,20:40:00,41196,6
RX_10_2_036KM_021027,20:49:00,20:49:00,41194,8
RX_10_2_036KM_021029,21:30:00,21:30:00,41199,1
RX_10_2_036KM_021029,21:31:00,21:31:00,41375,3
RX_10_2_036KM_021029,21:36:00,21:36:00,41198,5
RX_10_2_036KM_021029,21:48:00,21:48:00,41196,6
RX_10_2_036KM_021029,21:57:00,21:57:00,41194,8
RX_10_2_036KM_021031,22:30:00,22:30:00,41199,1
RX_10_2_036KM_021031,22:31:00,22:31:00,41375,3
RX_10_2_036KM_021031,22:36:00,22:36:00,41198,5
RX_10_2_036KM_021031,22:48:00,22:48:00,41196,6
RX_10_2_036KM_021031,22:57:00,22:57:00,41194,8
RX_10_2_036KM_021033,23:30:00,23:30:00,41199,1
RX_10_2_036KM_021033,23:31:00,23:31:00,41375,3
RX_10_2_036KM_021033,23:36:00,23:36:00,41198,5
RX_10_2_036KM_021033,23:48:00,23:48:00,41196,6
RX_10_2_036KM_021033,23:57:00,23:57:00,41194,8
RX_10_2_036KM_031003,06:52:00,06:52:00,41199,1
RX_10_2_036KM_031003,06:53:00,06:53:00,41375,3
RX_10_2_036KM_031003,06:58:00,06:58:00,41198,5
RX_10_2_036KM_031003,07:10:00,07:10:00,41196,6
RX_10_2_036KM_031003,07:19:00,07:19:00,41194,8
RX_10_2_036KM_031005,08:07:00,08:07:00,41199,1
RX_10_2_036KM_031005,08:08:00,08:08:00,41375,3
RX_10_2_036KM_031005,08:13:00,08:13:00,41198,5
RX_10_2_036KM_031005,08:25:00,08:25:00,41196,6
RX_10_2_036KM_031005,08:34:00,08:34:00,41194,8
RX_10_2_036KM_031007,09:22:00,09:22:00,41199,1
RX_10_2_036KM_031007,09:23:00,09:23:00,41375,3
RX_10_2_036KM_031007,09:28:00,09:28:00,41198,5
RX_10_2_036KM_031007,09:40:00,09:40:00,41196,6
RX_10_2_036KM_031007,09:49:00,09:49:00,41194,8
RX_10_2_036KM_031009,10:37:00,10:37:00,41199,1
RX_10_2_036KM_031009,10:38:00,10:38:00,41375,3
RX_10_2_036KM_031009,10:43:00,10:43:00,41198,5
RX_10_2_036KM_031009,10:55:00,10:55:00,41196,6
RX_10_2_036KM_031009,11:04:00,11:04:00,41194,8
RX_10_2_036KM_031011,11:52:00,11:52:00,41199,1
RX_10_2_036KM_031011,11:53:00,11:53:00,41375,3
RX_10_2_036KM_031011,11:58:00,11:58:00,41198,5
RX_10_2_036KM_031011,12:10:00,12:10:00,41196,6
RX_10_2_036KM_031011,12:19:00,12:19:00,41194,8
RX_10_2_036KM_031013,13:07:00,13:07:00,41199,1
RX_10_2_036KM_031013,13:08:00,13:08:00,41375,3
RX_10_2_036KM_031013,13:13:00,13:13:00,41198,5
RX_10_2_036KM_031013,13:25:00,13:25:00,41196,6
RX_10_2_036KM_031013,13:34:00,13:34:00,41194,8
RX_10_2_036KM_031015,14:22:00,14:22:00,41199,1
RX_10_2_036KM_031015,14:23:00,14:23:00,41375,3
RX_10_2_036KM_031015,14:28:00,14:28:00,41198,5
RX_10_2_036KM_031015,14:40:00,14:40:00,41196,6
RX_10_2_036KM_031015,14:49:00,14:49:00,41194,8
RX_10_2_036KM_031017,15:37:00,15:37:00,41199,1
RX_10_2_036KM_031017,15:38:00,15:38:00,41375,3
RX_10_2_036KM_031017,15:43:00,15:43:00,41198,5
RX_10_2_036KM_031017,15:55:00,15:55:00,41196,6
RX_10_2_036KM_031017,16:04:00,16:04:00,41194,8
RX_10_2_036KM_031019,16:52:00,16:52:00,41199,1
RX_10_2_036KM_031019,16:53:00,16:53:00,41375,3
RX_10_2_036KM_031019,16:58:00,16:58:00,41198,5
RX_10_2_036KM_031019,17:10:00,17:10:00,41196,6
RX_10_2_036KM_031019,17:19:00,17:19:00,41194,8
RX_10_2_036KM_031021,18:07:00,18:07:00,41199,1
RX_10_2_036KM_031021,18:08:00,18:08:00,41375,3
RX_10_2_036KM_031021,18:13:00,18:13:00,41198,5
RX_10_2_036KM_031021,18:25:00,18:25:00,41196,6
RX_10_2_036KM_031021,18:34:00,18:34:00,41194,8
RX_10_2_036KM_031023,19:22:00,19:22:00,41199,1
RX_10_2_036KM_031023,19:23:00,19:23:00,41375,3
RX_10_2_036KM_031023,19:28:00,19:28:00,41198,5
RX_10_2_036KM_031023,19:40:00,19:40:00,41196,6
RX_10_2_036KM_031023,19:49:00,19:49:00,41194,8
RX_10_2_036KM_031025,20:37:00,20:37:00,41199,1
RX_10_2_036KM_031025,20:38:00,20:38:00,41375,3
RX_10_2_036KM_031025,20:43:00,20:43:00,41198,5
RX_10_2_036KM_031025,20:55:00,20:55:00,41196,6
RX_10_2_036KM_031025,21:04:00,21:04:00,41194,8
RX_10_2_036KM_041003,07:07:00,07:07:00,41199,1
RX_10_2_036KM_041003,07:08:00,07:08:00,41375,3
RX_10_2_036KM_041003,07:13:00,07:13:00,41198,5
RX_10_2_036KM_041003,07:25:00,07:25:00,41196,6
RX_10_2_036KM_041003,07:34:00,07:34:00,41194,8
RX_10_2_036KM_041005,08:22:00,08:22:00,41199,1
RX_10_2_036KM_041005,08:23:00,08:23:00,41375,3
RX_10_2_036KM_041005,08:28:00,08:28:00,41198,5
RX_10_2_036KM_041005,08:40:00,08:40:00,41196,6
RX_10_2_036KM_041005,08:49:00,08:49:00,41194,8
RX_10_2_036KM_041007,09:37:00,09:37:00,41199,1
RX_10_2_036KM_041007,09:38:00,09:38:00,41375,3
RX_10_2_036KM_041007,09:43:00,09:43:00,41198,5
RX_10_2_036KM_041007,09:55:00,09:55:00,41196,6
RX_10_2_036KM_041007,10:04:00,10:04:00,41194,8
RX_10_2_036KM_041009,10:52:00,10:52:00,41199,1
RX_10_2_036KM_041009,10:53:00,10:53:00,41375,3
RX_10_2_036KM_041009,10:58:00,10:58:00,41198,5
RX_10_2_036KM_041009,11:10:00,11:10:00,41196,6
RX_10_2_036KM_041009,11:19:00,11:19:00,41194,8
RX_10_2_036KM_041011,12:07:00,12:07:00,41199,1
RX_10_2_036KM_041011,12:08:00,12:08:00,41375,3
RX_10_2_036KM_041011,12:13:00,12:13:00,41198,5
RX_10_2_036KM_041011,12:25:00,12:25:00,41196,6
RX_10_2_036KM_041011,12:34:00,12:34:00,41194,8
RX_10_2_036KM_041013,13:22:00,13:22:00,41199,1
RX_10_2_036KM_041013,13:23:00,13:23:00,41375,3
RX_10_2_036KM_041013,13:28:00,13:28:00,41198,5
RX_10_2_036KM_041013,13:40:00,13:40:00,41196,6
RX_10_2_036KM_041013,13:49:00,13:49:00,41194,8
RX_10_2_036KM_041015,14:37:00,14:37:00,41199,1
RX_10_2_036KM_041015,14:38:00,14:38:00,41375,3
RX_10_2_036KM_041015,14:43:00,14:43:00,41198,5
RX_10_2_036KM_041015,14:55:00,14:55:00,41196,6
RX_10_2_036KM_041015,15:04:00,15:04:00,41194,8
RX_10_2_036KM_041017,15:52:00,15:52:00,41199,1
RX_10_2_036KM_041017,15:53:00,15:53:00,41375,3
RX_10_2_036KM_041017,15:58:00,15:58:00,41198,5
RX_10_2_036KM_041017,16:10:00,16:10:00,41196,6
RX_10_2_036KM_041017,16:19:00,16:19:00,41194,8
RX_10_2_036KM_041019,17:07:00,17:07:00,41199,1
RX_10_2_036KM_041019,17:08:00,17:08:00,41375,3
RX_10_2_036KM_041019,17:13:00,17:13:00,41198,5
RX_10_2_036KM_041019,17:25:00,17:25:00,41196,6
RX_10_2_036KM_041019,17:34:00,17:34:00,41194,8
RX_10_2_036KM_041021,18:22:00,18:22:00,41199,1
RX_10_2_036KM_041021,18:23:00,18:23:00,41375,3
RX_10_2_036KM_041021,18:28:00,18:28:00,41198,5
RX_10_2_036KM_041021,18:40:00,18:40:00,41196,6
RX_10_2_036KM_041021,18:49:00,18:49:00,41194,8
RX_10_2_036KM_041023,19:37:00,19:37:00,41199,1
RX_10_2_036KM_041023,19:38:00,19:38:00,41375,3
RX_10_2_036KM_041023,19:43:00,19:43:00,41198,5
RX_10_2_036KM_041023,19:55:00,19:55:00,41196,6
RX_10_2_036KM_041023,20:04:00,20:04:00,41194,8
RX_10_2_036KM_041025,20:52:00,20:52:00,41199,1
RX_10_2_036KM_041025,20:53:00,20:53:00,41375,3
RX_10_2_036KM_041025,20:58:00,20:58:00,41198,5
RX_10_2_036KM_041025,21:10:00,21:10:00,41196,6
RX_10_2_036KM_041025,21:19:00,21:19:00,41194,8
RX_10_2_036KM_041027,22:00:00,22:00:00,41199,1
RX_10_2_036KM_041027,22:01:00,22:01:00,41375,3
RX_10_2_036KM_041027,22:06:00,22:06:00,41198,5
RX_10_2_036KM_041027,22:18:00,22:18:00,41196,6
RX_10_2_036KM_041027,22:27:00,22:27:00,41194,8
RX_10_2_036KM_041029,23:00:00,23:00:00,41199,1
RX_10_2_036KM_041029,23:01:00,23:01:00,41375,3
RX_10_2_036KM_041029,23:06:00,23:06:00,41198,5
RX_10_2_036KM_041029,23:18:00,23:18:00,41196,6
RX_10_2_036KM_041029,23:27:00,23:27:00,41194,8
RX_10_2_036KM_041031,24:00:00,24:00:00,41199,1
RX_10_2_036KM_041031,24:01:00,24:01:00,41375,3
RX_10_2_036KM_041031,24:06:00,24:06:00,41198,5
RX_10_2_036KM_041031,24:18:00,24:18:00,41196,6
RX_10_2_036KM_041031,24:27:00,24:27:00,41194,8
RX_10_2_036KM_051002,06:22:00,06:22:00,41199,1
RX_10_2_036KM_051002,06:23:00,06:23:00,41375,3
RX_10_2_036KM_051002,06:28:00,06:28:00,41198,5
RX_10_2_036KM_051002,06:40:00,06:40:00,41196,6
RX_10_2_036KM_051002,06:49:00,06:49:00,41194,8
RX_10_2_036KM_051004,07:37:00,07:37:00,41199,1
RX_10_2_036KM_051004,07:38:00,07:38:00,41375,3
RX_10_2_036KM_051004,07:43:00,07:43:00,41198,5
RX_10_2_036KM_051004,07:55:00,07:55:00,41196,6
RX_10_2_036KM_051004,08:04:00,08:04:00,41194,8
RX_10_2_036KM_051006,08:52:00,08:52:00,41199,1
RX_10_2_036KM_051006,08:53:00,08:53:00,41375,3
RX_10_2_036KM_051006,08:58:00,08:58:00,41198,5
RX_10_2_036KM_051006,09:10:00,09:10:00,41196,6
RX_10_2_036KM_051006,09:19:00,09:19:00,41194,8
RX_10_2_036KM_051008,10:07:00,10:07:00,41199,1
RX_10_2_036KM_051008,10:08:00,10:08:00,41375,3
RX_10_2_036KM_051008,10:13:00,10:13:00,41198,5
RX_10_2_036KM_051008,10:25:00,10:25:00,41196,6
RX_10_2_036KM_051008,10:34:00,10:34:00,41194,8
RX_10_2_036KM_051010,11:22:00,11:22:00,41199,1
RX_10_2_036KM_051010,11:23:00,11:23:00,41375,3
RX_10_2_036KM_051010,11:28:00,11:28:00,41198,5
RX_10_2_036KM_051010,11:40:00,11:40:00,41196,6
RX_10_2_036KM_051010,11:49:00,11:49:00,41194,8
RX_10_2_036KM_051012,12:37:00,12:37:00,41199,1
RX_10_2_036KM_051012,12:38:00,12:38:00,41375,3
RX_10_2_036KM_051012,12:43:00,12:43:00,41198,5
RX_10_2_036KM_051012,12:55:00,12:55:00,41196,6
RX_10_2_036KM_051012,13:04:00,13:04:00,41194,8
RX_10_2_036KM_051014,13:52:00,13:52:00,41199,1
RX_10_2_036KM_051014,13:53:00,13:53:00,41375,3
RX_10_2_036KM_051014,13:58:00,13:58:00,41198,5
RX_10_2_036KM_051014,14:10:00,14:10:00,41196,6
RX_10_2_036KM_051014,14:19:00,14:19:00,41194,8
RX_10_2_036KM_051016,15:07:00,15:07:00,41199,1
RX_10_2_036KM_051016,15:08:00,15:08:00,41375,3
RX_10_2_036KM_051016,15:13:00,15:13:00,41198,5
RX_10_2_036KM_051016,15:25:00,15:25:00,41196,6
RX_10_2_036KM_051016,15:34:00,15:34:00,41194,8
RX_10_2_036KM_051018,16:22:00,16:22:00,41199,1
RX_10_2_036KM_051018,16:23:00,16:23:00,41375,3
RX_10_2_036KM_051018,16:28:00,16:28:00,41198,5
RX_10_2_036KM_051018,16:40:00,16:40:00,41196,6
RX_10_2_036KM_051018,16:49:00,16:49:00,41194,8
RX_10_2_036KM_051020,17:37:00,17:37:00,41199,1
RX_10_2_036KM_051020,17:38:00,17:38:00,41375,3
RX_10_2_036KM_051020,17:43:00,17:43:00,41198,5
RX_10_2_036KM_051020,17:55:00,17:55:00,41196,6
RX_10_2_036KM_051020,18:04:00,18:04:00,41194,8
RX_10_2_036KM_051022,18:52:00,18:52:00,41199,1
RX_10_2_036KM_051022,18:53:00,18:53:00,41375,3
RX_10_2_036KM_051022,18:58:00,18:58:00,41198,5
RX_10_2_036KM_051022,19:10:00,19:10:00,41196,6
RX_10_2_036KM_051022,19:19:00,19:19:00,41194,8
RX_10_2_036KM_051024,20:07:00,20:07:00,41199,1
RX_10_2_036KM_051024,20:08:00,20:08:00,41375,3
RX_10_2_036KM_051024,20:13:00,20:13:00,41198,5
RX_10_2_036KM_051024,20:25:00,20:25:00,41196,6
RX_10_2_036KM_051024,20:34:00,20:34:00,41194,8
